"Candidate","State","District","Office.Type","Primary.Status","Primary.Runoff.Status","Primary..","Race","Veteran.","LGBTQ.","Elected.Official.","Self.Funder.","STEM.","Obama.Alum.","Party.Support.","Emily.Endorsed.","Guns.Sense.Candidate.","Biden.Endorsed.","Warren.Endorsed.","Sanders.Endorsed.","Our.Revolution.Endorsed.","Justice.Dems.Endorsed.","PCCC.Endorsed.","Indivisible.Endorsed.","WFP.Endorsed.","VoteVets.Endorsed.","No.Labels.Support.","Election.Month","Neutral.Endorsements","Yes.Endorsements","No.Endorsements"
"Donna Dion","ME","Governor of Maine","Governor","Lost","None",1.27,"White","No","No","No","No","No","No","Neutral","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral",6,9,1,2
"Janet T. Mills","ME","Governor of Maine","Governor","Advanced","None",33.09,"White","No","No","Yes","No","No","No","Neutral","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral",6,9,1,2
"Mark Dion","ME","Governor of Maine","Governor","Lost","None",4.1199999,"White","No","No","Yes","No","No","No","Neutral","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral",6,9,1,2
"Mark Eves","ME","Governor of Maine","Governor","Lost","None",14.18,"White","No","No","Yes","No","No","No","Neutral","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral",6,9,2,1
"Craig Olson","ME","U.S. House Maine District 2","Representative","Lost","None",8.8299999,"Unknown","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral",6,10,1,1
"Jared Golden","ME","U.S. House Maine District 2","Representative","Advanced","None",46.419998,"Unknown","Yes","No","Yes","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral",6,10,1,1
"Lucas St. Clair","ME","U.S. House Maine District 2","Representative","Lost","None",39.240002,"Unknown","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral",6,10,1,1
"Zak Ringelstein","ME","U.S. Senate Maine","Senator","Advanced","None",100,"Unknown","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,11,1,0
"Abdul El-Sayed","MI","Governor of Michigan","Governor","Lost","None",30.5,"Nonwhite","No","No","No","No","Yes","No","Neutral","No","Yes","Neutral","Neutral","Yes","Yes","Yes","Yes","Neutral","Neutral","Neutral","Neutral",8,6,5,1
"Gretchen Whitmer","MI","Governor of Michigan","Governor","Advanced","None",51.799999,"White","No","No","Yes","No","No","No","Neutral","Yes","Yes","Neutral","Neutral","No","No","No","No","Neutral","Neutral","Neutral","Neutral",8,6,2,4
"Shri Thanedar","MI","Governor of Michigan","Governor","Lost","None",17.700001,"Nonwhite","No","No","No","Yes","Yes","No","Neutral","No","Yes","Neutral","Neutral","No","No","No","No","Neutral","Neutral","Neutral","Neutral",8,6,1,5
"Frank Accavitti Jr.","MI","U.S. House Michigan District 10","Representative","Lost","None",32,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,12,0,0
"Kimberly Bizon","MI","U.S. House Michigan District 10","Representative","Advanced","None",41.099998,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,12,0,0
"Michael McCarthy (Michigan)","MI","U.S. House Michigan District 10","Representative","Lost","None",26.9,"Unknown","Unknown","Unknown","No","No","Unknown","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,12,0,0
"Fayrouz Saad","MI","U.S. House Michigan District 11","Representative","Lost","None",19.5,"Nonwhite","No","No","No","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral",8,11,1,0
"Haley Stevens","MI","U.S. House Michigan District 11","Representative","Advanced","None",27,"White","No","No","No","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral",8,11,0,1
"Nancy Skinner","MI","U.S. House Michigan District 11","Representative","Lost","None",10.4,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral",8,11,0,1
"Suneel Gupta","MI","U.S. House Michigan District 11","Representative","Lost","None",21.299999,"Nonwhite","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral",8,11,0,1
"Tim Greimel","MI","U.S. House Michigan District 11","Representative","Lost","None",21.799999,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral",8,11,0,1
"Bill Wild","MI","U.S. House Michigan District 13","Representative","Lost","None",14,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral",8,9,0,3
"Bill Wild","MI","U.S. House Michigan District 13","Representative","Lost","None",15.2,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral",8,9,0,3
"Brenda Jones","MI","U.S. House Michigan District 13","Representative","Advanced","None",37.700001,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral",8,9,0,3
"Brenda Jones","MI","U.S. House Michigan District 13","Representative","Lost","None",29.200001,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral",8,9,0,3
"Coleman Young II","MI","U.S. House Michigan District 13","Representative","Lost","None",12,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral",8,9,0,3
"Ian Conyers","MI","U.S. House Michigan District 13","Representative","Lost","None",6.3000002,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral",8,9,0,3
"Ian Conyers","MI","U.S. House Michigan District 13","Representative","Lost","None",11.2,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral",8,9,0,3
"Rashida Tlaib","MI","U.S. House Michigan District 13","Representative","Advanced","None",33.200001,"Nonwhite","No","No","Yes","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Yes","Neutral","Neutral","Neutral","No",8,8,3,1
"Rashida Tlaib","MI","U.S. House Michigan District 13","Representative","Lost","None",35.900002,"Nonwhite","No","No","Yes","No","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Yes","Yes","Neutral","Neutral","Neutral","No",8,8,3,1
"Shanelle Jackson","MI","U.S. House Michigan District 13","Representative","Lost","None",5.3000002,"Nonwhite","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Neutral","Neutral","Neutral","Neutral",8,9,0,3
"Rob Davidson","MI","U.S. House Michigan District 2","Representative","Advanced","None",100,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Yes","Neutral","Neutral","Neutral",8,8,4,0
"Cathy Albro","MI","U.S. House Michigan District 3","Representative","Advanced","None",68.199997,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,11,1,0
"Fred Wooden","MI","U.S. House Michigan District 3","Representative","Lost","None",31.799999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,12,0,0
"Jerry Hilliard","MI","U.S. House Michigan District 4","Representative","Advanced","None",66.400002,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,12,0,0
"Zigmond Kozicki","MI","U.S. House Michigan District 4","Representative","Lost","None",33.599998,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,12,0,0
"David Benac","MI","U.S. House Michigan District 6","Representative","Lost","None",21.700001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral",8,9,3,0
"George Franklin","MI","U.S. House Michigan District 6","Representative","Lost","None",28.1,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral",8,9,1,2
"Matt Longjohn","MI","U.S. House Michigan District 6","Representative","Advanced","None",37.299999,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral",8,9,1,2
"Rich Eichholz","MI","U.S. House Michigan District 6","Representative","Lost","None",13,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","No","No","Neutral","Neutral","Neutral","Neutral","Neutral",8,9,1,2
"Gretchen Driskell","MI","U.S. House Michigan District 7","Representative","Advanced","None",85.199997,"White","No","No","Yes","No","No","No","Yes","Yes","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,10,1,1
"Steven Friday","MI","U.S. House Michigan District 7","Representative","Lost","None",14.8,"White","Yes","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,10,1,1
"Chris Smith","MI","U.S. House Michigan District 8","Representative","Lost","None",29.1,"White","No","No","No","No","No","No","Neutral","No","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,10,0,2
"Elissa Slotkin","MI","U.S. House Michigan District 8","Representative","Advanced","None",70.900002,"White","No","No","No","No","No","Yes","Neutral","Yes","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,10,2,0
"Andy Levin","MI","U.S. House Michigan District 9","Representative","Advanced","None",52.5,"White","No","No","No","No","No","No","Neutral","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,10,1,1
"Ellen Lipton","MI","U.S. House Michigan District 9","Representative","Lost","None",42.400002,"White","No","No","Yes","No","Yes","No","Neutral","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,10,2,0
"Martin Brook","MI","U.S. House Michigan District 9","Representative","Lost","None",5.0999999,"White","No","No","No","No","No","No","Neutral","No","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,10,1,1
"Bill Haas","MO","U.S. House Missouri District 2","Representative","Lost","None",19.5,"White","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral",8,11,0,1
"Cort VanOstran","MO","U.S. House Missouri District 2","Representative","Advanced","None",41.700001,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral",8,10,1,1
"John Messmer","MO","U.S. House Missouri District 2","Representative","Lost","None",9.6999998,"White","No","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral",8,10,1,1
"Mark Osmack","MO","U.S. House Missouri District 2","Representative","Lost","None",25.200001,"White","Yes","No","No","No","No","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral",8,10,2,0
"Robert Hazel","MO","U.S. House Missouri District 2","Representative","Lost","None",4,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral",8,11,0,1
"Katy Geppert","MO","U.S. House Missouri District 3","Representative","Advanced","None",100,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,11,1,0
"Hallie Thompson","MO","U.S. House Missouri District 4","Representative","Lost","None",48.099998,"White","No","No","No","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,11,1,0
"Renee Hoagenson","MO","U.S. House Missouri District 4","Representative","Advanced","None",51.900002,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,12,0,0
"Ed Andres","MO","U.S. House Missouri District 6","Representative","Lost","None",27.700001,"Unknown","Unknown","Unknown","No","No","Unknown","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,11,0,1
"Henry Martin","MO","U.S. House Missouri District 6","Representative","Advanced","None",41.5,"Nonwhite","Yes","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,11,0,1
"Winston Apple","MO","U.S. House Missouri District 6","Representative","Lost","None",30.799999,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,11,1,0
"Jamie Schoolcraft","MO","U.S. House Missouri District 7","Representative","Advanced","None",40.599998,"White","Yes","No","Yes","No","Yes","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","Neutral",8,10,2,0
"John Farmer de la Torre","MO","U.S. House Missouri District 7","Representative","Lost","None",21.700001,"Nonwhite","No","No","No","No","No","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral",8,10,0,2
"Kenneth Hatfield","MO","U.S. House Missouri District 7","Representative","Lost","None",22.299999,"Unknown","Unknown","Unknown","No","No","Unknown","No","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral",8,10,0,2
"Vincent Jennings","MO","U.S. House Missouri District 7","Representative","Lost","None",15.4,"Unknown","Unknown","Unknown","No","No","Unknown","No","Neutral","Neutral","Yes","Neutral","Neutral","Neutral","Neutral","No","Neutral","Neutral","Neutral","Neutral","Neutral",8,10,1,1
"Kathy Ellis","MO","U.S. House Missouri District 8","Representative","Advanced","None",100,"White","No","No","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",8,12,0,0
"Randy Wadkins","MS","U.S. House Mississippi District 1","Representative","Advanced","None",100,"Unknown","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,12,0,0
"Michael Aycox","MS","U.S. House Mississippi District 3","Representative","Lost","None",30.66,"Unknown","Yes","Yes","No","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,12,0,0
"Michael Evans","MS","U.S. House Mississippi District 3","Representative","Advanced","None",69.339996,"Unknown","No","No","Yes","No","No","No","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6,12,0,0
